Brand,Model,Segment,Seats,Range(km),Efficiency(Wh/km),Weight(kg),0-100(sec),1-Stop Range(km),Battery(kWh),Fastcharge(kW),Towing(kg),Cargo Volume(L),Price/range(/km),Price($)
Ford,Mustang Mach-E SR AWD (MY23.75),D,5,350 km,207 Wh/km,2276 kg,6.2 sec,372 km,72.6 kWh,100 kW,750 kg,619 L,€168 /km,"€57,900"
Porsche,Taycan Turbo Sport Turismo,F,5,505 km,192 Wh/km,2390 kg,2.7 sec,655 km,97.0 kWh,262 kW,0 kg,489 L,€340 /km,"€176,600"
Genesis,GV60 Sport (MY25),C,5,410 km,195 Wh/km,2200 kg,5.5 sec,513 km,80.0 kWh,205 kW,1600 kg,432 L,€164 /km,"£58,515"
Toyota,Proace City Verso L2 50 kWh,N,7,205 km,226 Wh/km,1813 kg,11.2 sec,221 km,46.3 kWh,78 kW,750 kg,850 L,€205 /km,"€40,150"
Kia,e-Niro 39 kWh,C,5,235 km,167 Wh/km,1667 kg,9.8 sec,215 km,39.2 kWh,37 kW,0 kg,451 L,€146 /km,"€34,400"
Porsche,Taycan 4S Plus Sport Turismo,F,5,430 km,195 Wh/km,2325 kg,4.0 sec,546 km,83.7 kWh,216 kW,0 kg,530 L,€277 /km,"€120,081"
Porsche,Taycan Turbo Sport Turismo,F,5,405 km,207 Wh/km,2405 kg,3.2 sec,512 km,83.7 kWh,216 kW,0 kg,489 L,€398 /km,"€165,372"
Citroën,ë-SpaceTourer XL 50 kWh,N,9,180 km,257 Wh/km,1989 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,912 L,€291 /km,"€54,430"
Citroën,ë-SpaceTourer XL 75 kWh,N,9,265 km,260 Wh/km,2161 kg,13.3 sec,252 km,69.0 kWh,79 kW,1000 kg,912 L,€242 /km,"€60,430"
Mercedes-Benz,EQV 250 Extra-Long,N,7,210 km,286 Wh/km,2641 kg,12.0 sec,199 km,60.0 kWh,60 kW,0 kg,1410 L,€283 /km,"€59,363"
Mercedes-Benz,eVito Tourer Extra-Long 60 kWh,N,8,215 km,279 Wh/km,2596 kg,12.0 sec,201 km,60.0 kWh,60 kW,0 kg,1390 L,€322 /km,"€69,309"
Volkswagen,e-Transporter Kombi L2 100 kW 64 kWh,N,9,250 km,255 Wh/km,2348 kg,12.8 sec,250 km,63.8 kWh,75 kW,2000 kg,1000 L,€252 /km,"€63,725"
Smart,ForTwo Cabrio Electric Drive,A,2,95 km,176 Wh/km,1115 kg,11.8 sec,65 km,16.7 kWh,0 kW,0 kg,260 L,€258 /km,"€25,200"
Tesla,Model X Ludicrous Performance,F,7,440 km,216 Wh/km,2572 kg,2.9 sec,438 km,95.0 kWh,100 kW,2250 kg,unknown,€264 /km,"€115,920"
Peugeot,e-Traveller Standard 75 kWh,N,9,265 km,260 Wh/km,2131 kg,14.3 sec,252 km,69.0 kWh,79 kW,1000 kg,603 L,€238 /km,"€59,640"
Toyota,Proace Shuttle L 50 kWh,N,9,180 km,257 Wh/km,1989 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,980 L,€381 /km,"€68,595"
Toyota,Proace Shuttle M 75 kWh,N,9,265 km,260 Wh/km,2131 kg,13.1 sec,252 km,69.0 kWh,79 kW,1000 kg,550 L,€227 /km,"€60,095"
Volkswagen,e-Caravelle L1 160 kW 64 kWh,N,9,245 km,260 Wh/km,2523 kg,8.6 sec,247 km,63.8 kWh,75 kW,2000 kg,800 L,€284 /km,"€68,169"
Toyota,Proace Verso M 50 kWh,N,8,185 km,250 Wh/km,1969 kg,12.1 sec,198 km,46.3 kWh,78 kW,1000 kg,603 L,€292 /km,"€58,530"
Mercedes-Benz,EQV 250 Long,N,7,205 km,293 Wh/km,2576 kg,12.0 sec,193 km,60.0 kWh,60 kW,0 kg,1030 L,€332 /km,"€68,056"
Genesis,GV60 Sport (MY22-24),C,5,375 km,197 Wh/km,2170 kg,5.5 sec,472 km,74.0 kWh,200 kW,1600 kg,432 L,€174 /km,"€63,200"
Peugeot,e-Traveller Long 50 kWh,N,9,185 km,250 Wh/km,1989 kg,13.1 sec,198 km,46.3 kWh,78 kW,1000 kg,989 L,€295 /km,"€54,430"
Citroën,ë-SpaceTourer XL 50 kWh,N,9,180 km,257 Wh/km,2056 kg,13.3 sec,191 km,46.3 kWh,78 kW,1000 kg,989 L,€280 /km,"€47,230"
Kia,e-Soul 39 kWh,B,5,230 km,170 Wh/km,1593 kg,9.6 sec,209 km,39.2 kWh,37 kW,0 kg,315 L,€144 /km,"€33,133"
Porsche,Taycan Turbo Cross Turismo,F,5,425 km,197 Wh/km,2395 kg,3.3 sec,538 km,83.7 kWh,216 kW,0 kg,489 L,€380 /km,"€165,848"
Opel,Zafira-e Life S 50 kWh,N,9,185 km,250 Wh/km,1932 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,unknown,€306 /km,"€56,700"
Citroën,ë-Jumpy Combi XS 50 kWh,N,9,185 km,250 Wh/km,1932 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,140 L,€246 /km,"€49,080"
Fiat,E-Ulysse L3 50 kWh,N,8,180 km,257 Wh/km,1989 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,800 L,€317 /km,"€56,990"
Porsche,Taycan Turbo S Cross Turismo,F,5,410 km,204 Wh/km,2395 kg,2.9 sec,520 km,83.7 kWh,216 kW,0 kg,489 L,€470 /km,"€199,168"
Peugeot,e-Expert Combi Long 50 kWh,N,9,185 km,250 Wh/km,1989 kg,13.1 sec,198 km,46.3 kWh,78 kW,1000 kg,989 L,€278 /km,"€52,730"
Peugeot,e-Traveller Compact 50 kWh,N,9,185 km,250 Wh/km,1932 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,unknown,€275 /km,"€50,880"
Mercedes-Benz,EQV 250 Extra-Long,N,7,205 km,293 Wh/km,2606 kg,12.0 sec,193 km,60.0 kWh,60 kW,0 kg,1410 L,€336 /km,"€68,949"
Opel,Vivaro-e Combi S 50 kWh,N,9,185 km,250 Wh/km,1932 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,140 L,€268 /km,"€49,623"
Citroën,ë-Jumpy Combi XL 50 kWh,N,9,180 km,257 Wh/km,1989 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,912 L,€285 /km,"€52,730"
Citroën,ë-SpaceTourer XS 50 kWh,N,9,185 km,250 Wh/km,1932 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,140 L,€275 /km,"€50,880"
Peugeot,e-Expert Combi Compact 50 kWh,N,9,185 km,250 Wh/km,1932 kg,12.1 sec,191 km,46.3 kWh,78 kW,1000 kg,unknown,€243 /km,"€49,080"
Mercedes-Benz,EQE SUV 300 (MY23),E,5,440 km,202 Wh/km,2460 kg,7.6 sec,468 km,89.0 kWh,120 kW,750 kg,520 L,€190 /km,"€83,748"
